YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,2,2,1,US,569,N188US,PHX,MCO,1605,1615,10,15,1630,234,237,210,1849,2200,12,2159,2212,13,0,0,,,,,,
2015,2,2,1,WN,648,N706SW,BWI,PVD,2210,2223,13,16,2239,70,73,51,327,2330,6,2320,2336,16,0,0,,3,0,13,0,0
2015,2,21,6,WN,2445,N901WN,BWI,MCI,1845,,,,,175,,,967,,,2040,,,0,1,B,,,,,
2015,2,21,6,WN,3423,N482WN,MSP,MKE,0610,0601,-9,14,0615,80,67,47,297,0702,6,0730,0708,-22,0,0,,,,,,
2015,2,21,6,WN,4410,N8623F,BWI,FLL,0630,0627,-3,13,0640,170,141,125,925,0845,3,0920,0848,-32,0,0,,,,,,
2015,2,22,7,B6,1347,N708JB,DCA,SJU,0800,0759,-1,30,0829,221,232,196,1554,1245,6,1241,1251,10,0,0,,,,,,
2015,2,23,1,WN,195,N216WR,LAX,SMF,0555,0554,-1,15,0609,90,78,60,373,0709,3,0725,0712,-13,0,0,,,,,,
2015,2,23,1,WN,4721,N421LV,BDL,MDW,1635,1640,5,11,1651,160,143,126,777,1757,6,1815,1803,-12,0,0,,,,,,
2015,2,24,2,UA,833,N840UA,BOI,DEN,0710,0708,-2,11,0719,112,109,88,649,0847,10,0902,0857,-5,0,0,,,,,,
2015,2,24,2,WN,805,N235WN,LGA,DEN,1010,1005,-5,36,1041,280,266,225,1620,1226,5,1250,1231,-19,0,0,,,,,,
2015,2,25,3,AA,1092,N3HWAA,DFW,PHL,1650,1647,-3,13,1700,180,168,151,1303,2031,4,2050,2035,-15,0,0,,,,,,
2015,2,25,3,AA,2358,N576AA,MCO,DFW,1729,1807,38,11,1818,186,189,160,985,1958,18,1935,2016,41,0,0,,3,0,3,35,0
2015,2,26,4,AA,1484,N547AA,AUS,DFW,1105,1056,-9,13,1109,64,85,38,190,1147,34,1209,1221,12,0,0,,,,,,
2015,2,26,4,B6,1209,N318JB,BOS,JAX,1632,1628,-4,12,1640,182,200,183,1010,1943,5,1934,1948,14,0,0,,,,,,
2015,2,26,4,EV,5905,N12924,LIT,ORD,1814,1818,4,13,1831,122,144,81,552,1952,50,2016,2042,26,0,0,,22,0,4,0,0
2015,2,27,5,US,1916,N737US,CLT,DCA,2215,2225,10,20,2245,72,73,48,331,2333,5,2327,2338,11,0,0,,,,,,
2015,2,3,2,AA,2315,N478AA,DFW,ORD,1425,1418,-7,16,1434,139,145,114,802,1628,15,1644,1643,-1,0,0,,,,,,
2015,2,3,2,DL,1158,N3750D,MCO,SLC,1710,1708,-2,13,1721,294,297,279,1931,2000,5,2004,2005,1,0,0,,,,,,
2015,2,3,2,MQ,3459,N932MQ,PNS,MIA,1755,1756,1,12,1808,102,101,82,530,2030,7,2037,2037,0,0,0,,,,,,
2015,2,3,2,OO,5496,N751SK,LAX,MSP,1010,1004,-6,27,1031,219,225,189,1535,1540,9,1549,1549,0,0,0,,,,,,
2015,2,4,3,DL,1050,N555NW,ATL,RSW,2206,2205,-1,21,2226,100,103,78,515,2344,4,2346,2348,2,0,0,,,,,,
2015,2,4,3,MQ,3166,N671MQ,DFW,PIA,2040,2043,3,24,2107,110,118,91,672,2238,3,2230,2241,11,0,0,,,,,,
2015,2,4,3,WN,1697,N7721E,BNA,CLE,1950,1946,-4,11,1957,85,80,64,448,2201,5,2215,2206,-9,0,0,,,,,,
2015,2,5,4,MQ,3397,N665MQ,MIA,EYW,0920,,,,,54,,,125,,,1014,,,0,1,B,,,,,
2015,2,5,4,US,644,N834AW,PHX,ONT,1835,1829,-6,17,1846,71,73,50,325,1836,6,1846,1842,-4,0,0,,,,,,
2015,2,5,4,WN,3671,N528SW,HOU,MAF,0815,0810,-5,12,0822,90,89,71,441,0933,6,0945,0939,-6,0,0,,,,,,
2015,2,6,5,AA,1664,N492AA,DFW,SAT,1432,1430,-2,14,1444,68,62,45,247,1529,3,1540,1532,-8,0,0,,,,,,
2015,2,6,5,AS,64,N764AS,KTN,SEA,1743,1912,89,34,1946,102,132,94,680,2220,4,2025,2224,119,0,0,,30,0,12,77,0
2015,2,6,5,EV,4638,N13995,EWR,CVG,0906,0858,-8,21,0919,136,131,105,569,1104,5,1122,1109,-13,0,0,,,,,,
2015,2,6,5,EV,4677,N13989,IAH,SDF,1328,1318,-10,21,1339,131,139,112,788,1631,6,1639,1637,-2,0,0,,,,,,
2015,2,6,5,WN,1625,N8329B,OAK,LAX,0700,0659,-1,13,0712,80,72,53,337,0805,6,0820,0811,-9,0,0,,,,,,
2015,2,6,5,WN,2234,N253WN,DAL,LAX,0645,0645,0,9,0654,210,188,174,1246,0748,5,0815,0753,-22,0,0,,,,,,
2015,2,7,6,OO,4678,N816SK,LAX,BOI,1830,1834,4,20,1854,123,112,88,674,2122,4,2133,2126,-7,0,0,,,,,,
2015,2,7,6,OO,6341,N582SW,LAX,SAN,1633,1717,44,22,1739,53,60,33,109,1812,5,1726,1817,51,0,0,,7,0,33,11,0
2015,2,7,6,UA,436,N482UA,EWR,MIA,1914,1913,-1,16,1929,190,160,140,1085,2149,4,2224,2153,-31,0,0,,,,,,
2015,2,7,6,US,428,N102UW,DEN,CLT,1015,1010,-5,29,1039,189,194,159,1337,1518,6,1524,1524,0,0,0,,,,,,
2015,2,8,7,AA,1233,N3KRAA,BOS,DFW,0555,0553,-2,39,0632,274,277,223,1562,0915,15,0929,0930,1,0,0,,,,,,
2015,2,8,7,AA,1538,N520AA,ORD,TUS,0920,0907,-13,23,0930,231,228,200,1437,1150,5,1211,1155,-16,0,0,,,,,,
2015,2,8,7,AA,169,N856AA,LAS,LAX,0930,0923,-7,29,0952,71,85,46,236,1038,10,1041,1048,7,0,0,,,,,,
2015,2,8,7,AA,322,N3LAAA,DCA,ORD,1510,1503,-7,16,1519,133,140,107,612,1606,17,1623,1623,0,0,0,,,,,,
2015,2,8,7,HA,141,N492HA,ITO,HNL,1741,1753,12,11,1804,51,55,38,216,1842,6,1832,1848,16,0,0,,0,0,16,0,0
2015,2,9,1,B6,1133,N309JB,MCO,SJU,1112,1110,-2,12,1122,164,168,134,1189,1436,22,1456,1458,2,0,0,,,,,,
2015,2,9,1,B6,2301,N607JB,BUF,JFK,0855,,,,,82,,,301,,,1017,,,0,1,B,,,,,
2015,2,9,1,DL,1384,N953AT,ATL,SHV,1000,1000,0,34,1034,117,116,78,551,1052,4,1057,1056,-1,0,0,,,,,,
2015,2,9,1,OO,4969,N125SY,ORD,AUS,1300,1301,1,42,1343,179,170,124,978,1547,4,1559,1551,-8,0,0,,,,,,
2015,2,9,1,UA,303,N409UA,EWR,FLL,1155,1156,1,31,1227,194,183,149,1065,1456,3,1509,1459,-10,0,0,,,,,,
2015,2,9,1,WN,873,N8605E,LAS,HOU,0630,0628,-2,17,0645,170,175,152,1235,1117,6,1120,1123,3,0,0,,,,,,
2015,3,1,7,EV,5905,N14950,LIT,ORD,1815,1827,12,14,1841,122,111,85,552,2006,12,2017,2018,1,0,0,,,,,,
2015,3,1,7,US,1828,N766US,MIA,CLT,2105,2100,-5,17,2117,129,120,96,650,2253,7,2314,2300,-14,0,0,,,,,,
2015,3,10,2,DL,1982,N933DL,LGA,MIA,1529,1528,-1,29,1557,205,192,158,1096,1835,5,1854,1840,-14,0,0,,,,,,
2015,3,10,2,EV,5919,N11544,ORD,MSN,0850,1050,120,15,1105,55,48,29,108,1134,4,0945,1138,113,0,0,,107,0,0,6,0
2015,3,10,2,HA,311,N479HA,ITO,HNL,1950,1937,-13,7,1944,50,50,38,216,2022,5,2040,2027,-13,0,0,,,,,,
2015,3,10,2,WN,566,N916WN,MSY,MCI,2105,2105,0,6,2111,115,92,83,689,2234,3,2300,2237,-23,0,0,,,,,,
2015,3,11,3,DL,2213,N902DA,ATL,MLB,1205,1206,1,44,1250,92,112,65,442,1355,3,1337,1358,21,0,0,,21,0,0,0,0
2015,3,11,3,WN,3939,N684WN,MKE,RSW,0515,0511,-4,13,0524,175,182,163,1183,0907,6,0910,0913,3,0,0,,,,,,
2015,3,11,3,WN,884,N409WN,SFO,ATL,1345,1417,32,11,1428,270,262,244,2139,2132,7,2115,2139,24,0,0,,0,0,13,11,0
2015,3,13,5,AA,1460,N3KRAA,PHX,DFW,0929,0919,-10,25,0944,141,164,122,868,1346,17,1350,1403,13,0,0,,,,,,
2015,3,13,5,DL,1795,N3740C,LAS,JFK,0637,0630,-7,20,0650,293,292,265,2248,1415,7,1430,1422,-8,0,0,,,,,,
2015,3,13,5,OO,5341,N986CA,DEN,RKS,1210,1204,-6,17,1221,74,57,37,260,1258,3,1324,1301,-23,0,0,,,,,,
2015,3,14,6,AA,2220,N569AA,COS,DFW,0630,0626,-4,20,0646,117,118,89,592,0915,9,0927,0924,-3,0,0,,,,,,
2015,3,15,7,AA,1395,N3DHAA,ORD,TPA,0720,0742,22,12,0754,151,142,126,1012,1100,4,1051,1104,13,0,0,,,,,,
2015,3,16,1,EV,4222,N14203,ORD,SYR,0738,0733,-5,9,0742,107,101,76,607,0958,16,1025,1014,-11,0,0,,,,,,
2015,3,16,1,WN,214,N620SW,SAN,TUS,1740,1755,15,7,1802,70,65,55,368,1857,3,1850,1900,10,0,0,,,,,,
2015,3,17,2,AA,1339,N3HKAA,RDU,DFW,0828,0840,12,12,0852,192,187,154,1061,1026,21,1040,1047,7,0,0,,,,,,
2015,3,17,2,OO,6437,N119SY,ORD,DFW,1920,1919,-1,41,2000,160,159,112,802,2152,6,2200,2158,-2,0,0,,,,,,
2015,3,17,2,WN,312,N770SA,BWI,MHT,2035,2033,-2,23,2056,80,86,60,377,2156,3,2155,2159,4,0,0,,,,,,
2015,3,18,3,DL,2212,N914DL,PNS,ATL,0906,0900,-6,22,0922,74,77,42,271,1104,13,1120,1117,-3,0,0,,,,,,
2015,3,18,3,EV,5887,N11189,BTV,EWR,1704,1804,60,13,1817,85,80,56,266,1913,11,1829,1924,55,0,0,,22,0,0,33,0
2015,3,18,3,OO,4597,N440SW,FWA,DTW,1016,1013,-3,11,1024,66,48,34,128,1058,3,1122,1101,-21,0,0,,,,,,
2015,3,18,3,OO,7392,N8932C,SGU,SLC,0637,0628,-9,10,0638,68,59,44,272,0722,5,0745,0727,-18,0,0,,,,,,
2015,3,18,3,VX,347,N622VA,FLL,SFO,1735,1737,2,8,1745,390,355,340,2583,2025,7,2105,2032,-33,0,0,,,,,,
2015,3,18,3,WN,609,N606SW,ATL,HOU,0645,0640,-5,12,0652,140,134,116,696,0748,6,0805,0754,-11,0,0,,,,,,
2015,3,19,4,AA,1618,N3JPAA,DFW,SNA,1345,1340,-5,8,1348,196,177,163,1205,1431,6,1501,1437,-24,0,0,,,,,,
2015,3,19,4,AS,823,N532AS,SAN,KOA,1855,1849,-6,16,1905,375,366,347,2556,2152,3,2210,2155,-15,0,0,,,,,,
2015,3,19,4,DL,2645,N3742C,JFK,RSW,0815,0812,-3,26,0838,203,193,160,1074,1118,7,1138,1125,-13,0,0,,,,,,
2015,3,19,4,WN,3131,N8650F,PHX,DAL,1925,1922,-3,8,1930,135,131,116,879,2326,7,2340,2333,-7,0,0,,,,,,
2015,3,19,4,WN,3146,N653SW,TPA,ATL,1325,1323,-2,15,1338,90,99,75,406,1453,9,1455,1502,7,0,0,,,,,,
2015,3,19,4,WN,3921,N771SA,TUS,DEN,1630,1631,1,10,1641,110,98,83,639,1904,5,1920,1909,-11,0,0,,,,,,
2015,3,2,1,DL,950,N679DA,ATL,TPA,1530,1526,-4,15,1541,88,77,57,406,1638,5,1658,1643,-15,0,0,,,,,,
2015,3,2,1,EV,5782,N17138,LIT,IAH,0600,0659,59,33,0732,95,116,68,374,0840,15,0735,0855,80,0,0,,21,0,59,0,0
2015,3,2,1,MQ,3265,N855MQ,ORF,LGA,1825,1948,83,49,2037,81,117,61,296,2138,7,1946,2145,119,0,0,,36,0,0,83,0
2015,3,21,6,EV,3822,N13908,ORD,BDL,1325,1318,-7,10,1328,127,111,96,783,1604,5,1632,1609,-23,0,0,,,,,,
2015,3,22,7,OO,4456,N821SK,IDA,SLC,1522,1515,-7,8,1523,58,55,39,188,1602,8,1620,1610,-10,0,0,,,,,,
2015,3,22,7,US,1986,N952UW,PHL,MSP,1749,1829,40,32,1901,180,202,163,980,2044,7,1949,2051,62,0,0,,22,0,33,7,0
2015,3,22,7,WN,4233,N491WN,DSM,MDW,0600,0551,-9,11,0602,75,59,46,306,0648,2,0715,0650,-25,0,0,,,,,,
2015,3,23,1,UA,1210,N72405,IAH,LAS,1131,1131,0,18,1149,212,199,175,1222,1244,6,1303,1250,-13,0,0,,,,,,
2015,3,24,2,AA,1113,N471AA,PIT,DFW,0900,0855,-5,16,0911,205,184,155,1067,1046,13,1125,1059,-26,0,0,,,,,,
2015,3,24,2,F9,788,N207FR,PDX,DEN,1020,1030,10,10,1040,146,134,119,991,1339,5,1346,1344,-2,0,0,,,,,,
2015,3,24,2,NK,630,N602NK,DEN,ORD,1341,1347,6,12,1359,150,167,115,888,1654,40,1711,1734,23,0,0,,17,0,6,0,0
2015,3,24,2,US,1882,N716UW,FLL,DCA,0700,0655,-5,10,0705,146,136,122,899,0907,4,0926,0911,-15,0,0,,,,,,
2015,3,25,3,AA,1387,N3ESAA,DFW,IAD,0845,0841,-4,8,0849,156,145,134,1172,1203,3,1221,1206,-15,0,0,,,,,,
2015,3,25,3,EV,4182,N14950,IAH,HSV,1615,1612,-3,10,1622,107,94,80,595,1742,4,1802,1746,-16,0,0,,,,,,
2015,3,25,3,US,613,N758US,ATL,PHL,0835,0823,-12,22,0845,122,117,92,666,1017,3,1037,1020,-17,0,0,,,,,,
2015,3,25,3,WN,2702,N477WN,DCA,ATL,1205,1200,-5,27,1227,115,131,90,547,1357,14,1400,1411,11,0,0,,,,,,
2015,3,26,4,B6,252,N827JB,MCO,BOS,1209,1203,-6,28,1231,173,187,151,1121,1502,8,1502,1510,8,0,0,,,,,,
2015,3,26,4,DL,1216,N534US,RSW,ATL,1315,1335,20,18,1353,114,112,81,515,1514,13,1509,1527,18,0,0,,0,0,12,6,0
2015,3,26,4,DL,2598,N990AT,VPS,ATL,1721,1722,1,10,1732,83,62,42,250,1914,10,1944,1924,-20,0,0,,,,,,
2015,3,27,5,EV,4889,N883AS,BHM,DTW,1010,1028,18,17,1045,122,108,87,625,1312,4,1312,1316,4,0,0,,,,,,
2015,3,27,5,EV,5035,N855AS,CHA,DTW,0735,0729,-6,8,0737,108,94,79,505,0856,7,0923,0903,-20,0,0,,,,,,
2015,3,27,5,WN,48,N631SW,DAL,LBB,1930,2033,63,7,2040,65,60,49,293,2129,4,2035,2133,58,0,0,,0,0,58,0,0
2015,3,27,5,WN,4928,N401WN,OAK,SNA,1030,1033,3,12,1045,80,84,69,371,1154,3,1150,1157,7,0,0,,,,,,
2015,3,28,6,AS,590,N513AS,PDX,PSP,1135,1245,70,10,1255,137,133,118,873,1453,5,1352,1458,66,0,0,,0,0,0,66,0
2015,3,28,6,B6,655,N641JB,SYR,MCO,1809,1802,-7,9,1811,168,176,141,1053,2032,26,2057,2058,1,0,0,,,,,,
2015,3,28,6,DL,2377,N908DA,ORF,ATL,0545,0542,-3,10,0552,110,95,79,516,0711,6,0735,0717,-18,0,0,,,,,,
2015,3,28,6,EV,5122,N872AS,ATL,MLU,1225,1224,-1,15,1239,96,102,83,448,1302,4,1301,1306,5,0,0,,,,,,
2015,3,28,6,OO,4565,N616QX,SLC,OKC,1355,1353,-2,18,1411,129,127,105,866,1656,4,1704,1700,-4,0,0,,,,,,
2015,3,28,6,WN,2913,N490WN,OAK,BOI,1825,1826,1,7,1833,85,75,66,511,2039,2,2050,2041,-9,0,0,,,,,,
2015,3,29,7,AA,1672,N3BBAA,PHL,DFW,1520,1515,-5,13,1528,226,204,181,1303,1729,10,1806,1739,-27,0,0,,,,,,
2015,3,29,7,MQ,3062,N695MQ,DFW,MGM,1554,1549,-5,16,1605,109,103,82,622,1727,5,1743,1732,-11,0,0,,,,,,
2015,3,29,7,US,1756,N651AW,PHL,PBI,0800,0752,-8,23,0815,168,166,139,951,1034,4,1048,1038,-10,0,0,,,,,,
2015,3,3,2,DL,1819,N369NB,SRQ,LGA,1500,1503,3,9,1512,163,220,151,1047,1743,60,1743,1843,60,0,0,,60,0,0,0,0
2015,3,3,2,F9,124,N932FR,DEN,DFW,0630,0624,-6,10,0634,109,120,99,641,0913,11,0919,0924,5,0,0,,,,,,
2015,3,30,1,DL,1133,N919DL,BWI,ATL,2015,2004,-11,10,2014,120,100,84,577,2138,6,2215,2144,-31,0,0,,,,,,
2015,3,30,1,UA,1461,N33209,EWR,IAH,1335,1334,-1,9,1343,241,214,199,1400,1602,6,1636,1608,-28,0,0,,,,,,
2015,3,30,1,UA,1720,N37471,PHX,EWR,2248,2248,0,12,2300,280,260,238,2133,0558,10,0628,0608,-20,0,0,,,,,,
2015,3,30,1,UA,500,N465UA,SFO,PHX,1115,1113,-2,22,1135,120,117,90,651,1305,5,1315,1310,-5,0,0,,,,,,
2015,3,31,2,UA,627,N826UA,DCA,ORD,1746,1745,-1,41,1826,138,150,104,612,1910,5,1904,1915,11,0,0,,,,,,
2015,3,4,3,AA,1180,N633AA,DFW,SJU,1300,1306,6,15,1321,264,263,244,2165,1925,4,1924,1929,5,0,0,,,,,,
2015,3,4,3,DL,1791,N337NB,CHS,ATL,1710,1730,20,12,1742,85,65,46,259,1828,7,1835,1835,0,0,0,,,,,,
2015,3,4,3,US,808,N937UW,STT,CLT,1740,1741,1,14,1755,235,234,206,1520,2021,14,2035,2035,0,0,0,,,,,,
2015,3,5,4,DL,2004,N831DN,LAX,SLC,1635,1633,-2,28,1701,109,121,88,590,1929,5,1924,1934,10,0,0,,,,,,
2015,3,5,4,OO,5333,N983CA,EAU,ORD,0600,0556,-4,30,0626,79,92,49,268,0715,13,0719,0728,9,0,0,,,,,,
2015,3,6,5,EV,5262,N716EV,GNV,ATL,1659,1653,-6,10,1703,76,83,51,300,1754,22,1815,1816,1,0,0,,,,,,
2015,3,6,5,WN,1136,N8325D,HOU,LAX,0920,0923,3,7,0930,230,231,189,1390,1039,35,1110,1114,4,0,0,,,,,,
2015,3,7,6,EV,5188,N754EV,TUL,DTW,0800,0801,1,12,0813,129,126,109,789,1102,5,1109,1107,-2,0,0,,,,,,
2015,3,7,6,OO,5374,N932EV,SFO,ONT,0830,0825,-5,19,0844,80,84,61,363,0945,4,0950,0949,-1,0,0,,,,,,
2015,3,8,7,AA,248,N3BCAA,SEA,DFW,0830,0828,-2,15,0843,225,253,202,1660,1405,36,1415,1441,26,0,0,,26,0,0,0,0
2015,3,8,7,OO,4741,N824SK,PHX,SEA,1316,1323,7,12,1335,185,181,162,1107,1617,7,1621,1624,3,0,0,,,,,,
2015,3,8,7,UA,544,N445UA,RSW,ORD,0800,0854,54,9,0903,188,168,155,1120,1038,4,1008,1042,34,0,0,,0,0,34,0,0
2015,3,9,1,DL,2577,N919DL,JFK,FLL,1920,1917,-3,13,1930,198,170,153,1069,2203,4,2238,2207,-31,0,0,,,,,,
2015,3,9,1,NK,223,N623NK,ORD,RSW,1725,1905,100,14,1919,166,164,146,1120,2245,4,2111,2249,98,0,0,,0,0,98,0,0
2015,3,9,1,UA,1423,N57855,IAH,LAX,1540,1550,10,13,1603,224,202,182,1379,1705,7,1724,1712,-12,0,0,,,,,,
2015,3,9,1,VX,501,N641VA,JFK,FLL,0800,0757,-3,23,0820,185,182,156,1069,1056,3,1105,1059,-6,0,0,,,,,,
2015,3,9,1,WN,1058,N8320J,BWI,ROC,2200,2155,-5,9,2204,70,62,46,277,2250,7,2310,2257,-13,0,0,,,,,,
2015,3,9,1,WN,1703,N233LV,DAL,FLL,1545,1555,10,10,1605,160,152,138,1108,1923,4,1925,1927,2,0,0,,,,,,
2015,3,9,1,WN,388,N408WN,ISP,MCO,1840,,,,,170,,,971,,,2130,,,0,1,A,,,,,
2015,3,9,1,WN,4663,N952WN,DAL,MDW,0825,0835,10,10,0845,130,109,94,793,1019,5,1035,1024,-11,0,0,,,,,,
2015,4,1,3,AS,136,N433AS,ANC,SEA,0045,0045,0,8,0053,201,181,169,1448,0442,4,0506,0446,-20,0,0,,,,,,
2015,4,1,3,DL,2382,N303DQ,ATL,TLH,1340,1338,-2,19,1357,66,57,36,223,1433,2,1446,1435,-11,0,0,,,,,,
2015,4,12,7,B6,925,N634JB,JFK,TPA,1000,1037,37,8,1045,178,157,145,1005,1310,4,1258,1314,16,0,0,,0,0,7,9,0
2015,4,13,1,AA,1076,N3LMAA,LAX,BOS,1525,1526,1,14,1540,336,314,296,2611,2336,4,0001,2340,-21,0,0,,,,,,
2015,4,13,1,AA,2206,N3DBAA,MIA,DCA,1640,1639,-1,13,1652,153,152,134,919,1906,5,1913,1911,-2,0,0,,,,,,
2015,4,13,1,UA,1450,N87531,RSW,EWR,1942,1936,-6,11,1947,176,176,153,1068,2220,12,2238,2232,-6,0,0,,,,,,
2015,4,13,1,WN,302,N7738A,SNA,DAL,1430,1441,11,9,1450,170,176,158,1216,1928,9,1920,1937,17,0,0,,6,0,11,0,0
2015,4,14,2,DL,771,N813DN,MKE,ATL,0600,0600,0,12,0612,124,122,105,669,0857,5,0904,0902,-2,0,0,,,,,,
2015,4,14,2,UA,1131,N66814,SFO,LAS,0830,1506,396,32,1538,93,102,62,414,1640,8,1003,1648,405,0,0,,9,0,396,0,0
2015,4,14,2,WN,178,N7716A,SMF,PDX,2145,2140,-5,8,2148,90,86,74,479,2302,4,2315,2306,-9,0,0,,,,,,
2015,4,14,2,WN,4642,N956WN,LAX,DAL,1900,1857,-3,6,1903,175,165,156,1246,2339,3,2355,2342,-13,0,0,,,,,,
2015,4,15,3,WN,4555,N437WN,LAX,LAS,2050,2048,-2,11,2059,60,58,43,236,2142,4,2150,2146,-4,0,0,,,,,,
2015,4,16,4,AS,384,N611AS,PDX,SFO,2130,2131,1,26,2157,110,123,87,550,2324,10,2320,2334,14,0,0,,,,,,
2015,4,16,4,F9,1274,N219FR,ORD,ATL,0730,0729,-1,24,0753,110,131,95,606,1028,12,1020,1040,20,0,0,,20,0,0,0,0
2015,4,16,4,MQ,3400,N669MQ,DFW,MLI,2025,2246,141,9,2255,127,106,93,691,0028,4,2232,0032,120,0,0,,0,0,0,81,39
2015,4,16,4,OO,2753,N889AS,PSP,PHX,0659,0700,1,24,0724,69,79,47,261,0811,8,0808,0819,11,0,0,,,,,,
2015,4,16,4,US,404,N183UW,CLT,DFW,1820,1925,65,17,1942,173,166,137,936,2059,12,2013,2111,58,0,0,,0,0,4,54,0
2015,4,16,4,WN,394,N486WN,SFO,STL,1215,1228,13,9,1237,230,223,211,1735,1808,3,1805,1811,6,0,0,,,,,,
2015,4,17,5,AS,38,N516AS,SEA,FLL,0845,0855,10,13,0908,349,352,335,2717,1743,4,1734,1747,13,0,0,,,,,,
2015,4,17,5,B6,459,N229JB,BOS,PHL,0800,0832,32,26,0858,94,93,60,280,0958,7,0934,1005,31,0,0,,31,0,0,0,0
2015,4,17,5,OO,2869,N866AS,ABQ,LAX,1225,1223,-2,9,1232,122,114,97,677,1309,8,1327,1317,-10,0,0,,,,,,
2015,4,17,5,WN,113,N916WN,BNA,MDW,1850,1849,-1,8,1857,95,81,64,395,2001,9,2025,2010,-15,0,0,,,,,,
2015,4,18,6,DL,2037,N326NB,MSP,BZN,1938,1938,0,14,1952,150,136,118,874,2050,4,2108,2054,-14,0,0,,,,,,
2015,4,18,6,WN,2082,N645SW,OAK,BUR,1410,1406,-4,7,1413,65,60,48,325,1501,5,1515,1506,-9,0,0,,,,,,
2015,4,18,6,WN,2716,N468WN,SAN,MSY,1300,1300,0,11,1311,205,198,183,1599,1814,4,1825,1818,-7,0,0,,,,,,
2015,4,18,6,WN,2831,N929WN,MSY,BWI,1050,1048,-2,9,1057,155,137,121,998,1358,7,1425,1405,-20,0,0,,,,,,
2015,4,19,7,AA,1029,N3KCAA,LGA,MIA,1815,1807,-8,19,1826,197,173,147,1096,2053,7,2132,2100,-32,0,0,,,,,,
2015,4,19,7,AA,1404,N4YSAA,DFW,TUS,1220,1219,-1,18,1237,150,141,118,813,1235,5,1250,1240,-10,0,0,,,,,,
2015,4,2,4,AA,1208,N4WPAA,SAT,ORD,0757,0820,23,11,0831,173,172,147,1041,1058,14,1050,1112,22,0,0,,0,0,22,0,0
2015,4,2,4,DL,2615,N3735D,SLC,LAX,1650,1646,-4,15,1701,115,140,97,590,1738,28,1745,1806,21,0,0,,21,0,0,0,0
2015,4,2,4,WN,1983,N398SW,CMH,STL,2035,2102,27,8,2110,90,85,73,409,2123,4,2105,2127,22,0,0,,0,0,0,22,0
2015,4,20,1,UA,1720,N66841,DEN,PHX,1914,1915,1,13,1928,119,110,88,602,1956,9,2013,2005,-8,0,0,,,,,,
2015,4,21,2,OO,2826,N928EV,ICT,ORD,0615,0602,-13,9,0611,108,129,84,588,0735,36,0803,0811,8,0,0,,,,,,
2015,4,21,2,UA,1615,N18223,DEN,GEG,1105,1106,1,16,1122,139,138,117,836,1219,5,1224,1224,0,0,0,,,,,,
2015,4,21,2,WN,3498,N7729A,PHL,BNA,0540,0532,-8,9,0541,125,111,98,675,0619,4,0645,0623,-22,0,0,,,,,,
2015,4,22,3,MQ,3248,N653MQ,LEX,ORD,1835,1818,-17,20,1838,93,96,68,323,1846,8,1908,1854,-14,0,0,,,,,,
2015,4,23,4,NK,339,N611NK,FLL,LAX,2115,2112,-3,14,2126,341,347,324,2343,2350,9,2356,2359,3,0,0,,,,,,
2015,4,23,4,OO,5578,N134SY,ORD,DFW,1257,1303,6,15,1318,158,150,124,802,1522,11,1535,1533,-2,0,0,,,,,,
2015,4,23,4,WN,536,N918WN,LGA,STL,1515,1514,-1,13,1527,180,150,131,888,1638,6,1715,1644,-31,0,0,,,,,,
2015,4,24,5,AA,20,N798AA,SFO,JFK,1515,1509,-6,16,1525,339,308,287,2586,2312,5,2354,2317,-37,0,0,,,,,,
2015,4,24,5,MQ,2950,N604MQ,DBQ,ORD,1625,1616,-9,10,1626,64,51,27,147,1653,14,1729,1707,-22,0,0,,,,,,
2015,4,24,5,OO,5356,N479CA,LAX,MRY,2030,2023,-7,15,2038,74,63,45,266,2123,3,2144,2126,-18,0,0,,,,,,
2015,4,24,5,WN,824,N445WN,DEN,LGA,1730,1743,13,6,1749,235,197,174,1620,2243,17,2325,2300,-25,0,0,,,,,,
2015,4,25,6,WN,2714,N776WN,BOI,DEN,1415,1413,-2,9,1422,115,109,93,649,1555,7,1610,1602,-8,0,0,,,,,,
2015,4,26,7,WN,851,N8310C,MDW,CLE,2130,2125,-5,15,2140,65,64,45,307,2325,4,2335,2329,-6,0,0,,,,,,
2015,4,27,1,EV,5571,N717EV,RIC,BOS,0650,0650,0,14,0704,100,91,69,474,0813,8,0830,0821,-9,0,0,,,,,,
2015,4,27,1,OO,7398,N565SW,VEL,SLC,1823,1801,-22,5,1806,52,41,33,132,1839,3,1915,1842,-33,0,0,,,,,,
2015,4,27,1,UA,387,N830UA,ATL,EWR,1010,0952,-18,31,1023,140,142,105,746,1208,6,1230,1214,-16,0,0,,,,,,
