Volcano Name,Eruption Type,Start Date,Max. VEI
Katla,Confirmed Eruption,3670 BCE,--
Mauna Kea,Confirmed Eruption,3680 BCE,--
Redoubt,Confirmed Eruption,3690 BCE,--
Fujisan,Confirmed Eruption,3690 BCE,--
Hakoneyama,Confirmed Eruption,3700 BCE,1
Myokosan,Confirmed Eruption,3700 BCE,--
Avachinsky,Confirmed Eruption,3700 BCE,--
Popocatepetl,Confirmed Eruption,3700 BCE,5
Katla,Confirmed Eruption,3720 BCE,--
Hornopiren,Confirmed Eruption,3720 BCE,4
Villarrica,Confirmed Eruption,3730 BCE,--
Redoubt,Confirmed Eruption,3730 BCE,--
"Burney, Monte",Confirmed Eruption,3740 BCE,--
Chachimbiro,Confirmed Eruption,3740 BCE,3
Hengill,Confirmed Eruption,3750 BCE,2
Grimsnes,Confirmed Eruption,3750 BCE,0
Hekla,Confirmed Eruption,3750 BCE,--
Tenerife,Confirmed Eruption,3750 BCE,--
Moffett,Confirmed Eruption,3750 BCE,--
Mauna Loa,Confirmed Eruption,3750 BCE,0
Kusatsu-Shiranesan,Confirmed Eruption,3750 BCE,2
Izu-Oshima,Confirmed Eruption,3750 BCE,--
Iwatesan,Confirmed Eruption,3750 BCE,--
Kujusan,Confirmed Eruption,3780 BCE,4
Avachinsky,Confirmed Eruption,3790 BCE,4
Katla,Confirmed Eruption,3790 BCE,--
Reykjanes,Confirmed Eruption,3800 BCE,--
Machin,Confirmed Eruption,3800 BCE,--
Adams,Confirmed Eruption,3800 BCE,1
Edgecumbe,Confirmed Eruption,3810 BCE,--
Katla,Confirmed Eruption,3810 BCE,--
Pelee,Confirmed Eruption,3820 BCE,4
Rainier,Confirmed Eruption,3850 BCE,--
Mono-Inyo Craters,Confirmed Eruption,3850 BCE,--
Koniuji,Confirmed Eruption,3850 BCE,--
Kaguyak,Confirmed Eruption,3850 BCE,5
Akademia Nauk,Confirmed Eruption,3850 BCE,--
Zaozan [Zaosan],Confirmed Eruption,3850 BCE,--
Bandaisan,Confirmed Eruption,3850 BCE,--
Fuss Peak,Confirmed Eruption,3850 BCE,2
Ischia,Confirmed Eruption,3880 BCE,--
Cotopaxi,Confirmed Eruption,3880 BCE,5
"Hudson, Cerro",Confirmed Eruption,3890 BCE,--
Redoubt,Confirmed Eruption,3890 BCE,--
Gorely,Confirmed Eruption,3900 BCE,2
Esan,Confirmed Eruption,3900 BCE,--
Hakusan,Confirmed Eruption,3900 BCE,--
Arenal,Confirmed Eruption,3900 BCE,4
Grimsnes,Confirmed Eruption,3900 BCE,0
Unknown Source,Confirmed Eruption,3905 BCE,--
Tambora,Confirmed Eruption,3910 BCE,--
"Cumbres, Las",Confirmed Eruption,3920 BCE,--
Katla,Confirmed Eruption,3930 BCE,--
Pelee,Confirmed Eruption,3930 BCE,--
Poas,Confirmed Eruption,3950 BCE,--
Vestmannaeyjar,Confirmed Eruption,3950 BCE,--
Hekla,Confirmed Eruption,3950 BCE,--
Klyuchevskoy,Confirmed Eruption,3950 BCE,--
Gorely,Confirmed Eruption,3950 BCE,2
Tenerife,Confirmed Eruption,3960 BCE,--
Unknown Source,Confirmed Eruption,3977 BCE,--
Grimsnes,Confirmed Eruption,4000 BCE,2
Fremrinamar,Confirmed Eruption,4000 BCE,0
Reykjanes,Confirmed Eruption,4000 BCE,0
Myokosan,Confirmed Eruption,4000 BCE,--
Izu-Oshima,Confirmed Eruption,4000 BCE,--
Kazbek,Confirmed Eruption,4000 BCE,--
Taupo,Confirmed Eruption,4000 BCE,3
Witori,Confirmed Eruption,4000 BCE,6
Tolhuaca,Confirmed Eruption,4000 BCE,0
Unknown Source,Confirmed Eruption,4010 BCE,--
Redoubt,Confirmed Eruption,4010 BCE,--
"Misti, El",Confirmed Eruption,4020 BCE,--
Unknown Source,Confirmed Eruption,4037 BCE,--
Picos Fissural Volcanic System,Confirmed Eruption,4040 BCE,--
Chaine des Puys,Confirmed Eruption,4040 BCE,--
Stromboli,Confirmed Eruption,4050 BCE,3
Mayotte,Confirmed Eruption,4050 BCE,--
Olkaria,Confirmed Eruption,4050 BCE,--
Unzendake,Confirmed Eruption,4050 BCE,--
Seguam,Confirmed Eruption,4050 BCE,0
Northern EPR at 9.8°N,Confirmed Eruption,4050 BCE,0
Adams Seamount,Confirmed Eruption,4050 BCE,0
Spurr,Confirmed Eruption,4050 BCE,--
Adams,Confirmed Eruption,4050 BCE,2
Shasta,Confirmed Eruption,4050 BCE,--
Iwakisan,Confirmed Eruption,4050 BCE,--
Mutnovsky,Confirmed Eruption,4050 BCE,2
Koshelev,Confirmed Eruption,4050 BCE,--
Yavinsky,Confirmed Eruption,4050 BCE,--
Avachinsky,Confirmed Eruption,4050 BCE,--
Kizimen,Confirmed Eruption,4050 BCE,2
Fremrinamar,Confirmed Eruption,4050 BCE,--
Grimsnes,Confirmed Eruption,4050 BCE,0
Hekla,Confirmed Eruption,4050 BCE,--
Heidarspordar,Confirmed Eruption,4050 BCE,0
La Palma,Confirmed Eruption,4050 BCE,--
Erebus,Confirmed Eruption,4050 BCE,0
Snaefellsjokull,Confirmed Eruption,4050 BCE,0
Masaya,Confirmed Eruption,4050 BCE,6
Soufriere Hills,Confirmed Eruption,4050 BCE,--
Mono-Inyo Craters,Confirmed Eruption,4050 BCE,--
Nemrut Dagi,Confirmed Eruption,4055 BCE,--
Kaguyak,Confirmed Eruption,4060 BCE,--
Katla,Confirmed Eruption,4060 BCE,--
Craters of the Moon,Confirmed Eruption,4070 BCE,0
Leonard Range,Confirmed Eruption,4090 BCE,--
Tatun Volcanic Group,Confirmed Eruption,4095 BCE,1
Taupo,Confirmed Eruption,4100 BCE,4
Ksudach,Confirmed Eruption,4100 BCE,3
Mikurajima,Confirmed Eruption,4100 BCE,--
Asamayama,Confirmed Eruption,4100 BCE,--
Colima,Confirmed Eruption,4110 BCE,--
Hekla,Confirmed Eruption,4110 BCE,5
Fujisan,Confirmed Eruption,4120 BCE,--
Chimborazo,Confirmed Eruption,4130 BCE,--
Michoacan-Guanajuato,Confirmed Eruption,4140 BCE,--
Augustine,Confirmed Eruption,4150 BCE,--
Akutan,Confirmed Eruption,4150 BCE,--
Nikko-Shiranesan,Confirmed Eruption,4150 BCE,--
Towada,Confirmed Eruption,4150 BCE,5
Azumayama,Confirmed Eruption,4150 BCE,3
Zaozan [Zaosan],Confirmed Eruption,4150 BCE,--
Gorely,Confirmed Eruption,4150 BCE,2
Karymsky,Confirmed Eruption,4150 BCE,--
Loloru,Confirmed Eruption,4150 BCE,--
Etna,Confirmed Eruption,4150 BCE,--
Meidob Volcanic Field,Confirmed Eruption,4150 BCE,4
Hekla,Confirmed Eruption,4150 BCE,--
Apoyeque,Confirmed Eruption,4160 BCE,5
Bardarbunga,Confirmed Eruption,4200 BCE,--
Tenerife,Confirmed Eruption,4200 BCE,--
Avachinsky,Confirmed Eruption,4200 BCE,--
Katla,Confirmed Eruption,4210 BCE,--
Puyehue-Cordon Caulle,Confirmed Eruption,4230 BCE,--
Katla,Confirmed Eruption,4240 BCE,--
Hekla,Confirmed Eruption,4250 BCE,--
Avachinsky,Confirmed Eruption,4250 BCE,--
Izu-Oshima,Confirmed Eruption,4250 BCE,--
Sheveluch,Confirmed Eruption,4250 BCE,3
Gorny Institute,Confirmed Eruption,4250 BCE,0
Chichinautzin,Confirmed Eruption,4250 BCE,3
Craters of the Moon,Confirmed Eruption,4250 BCE,0
Mauna Loa,Confirmed Eruption,4250 BCE,0
Stromboli,Confirmed Eruption,4250 BCE,2
Grimsnes,Confirmed Eruption,4270 BCE,3
Vestmannaeyjar,Confirmed Eruption,4270 BCE,3
Katla,Confirmed Eruption,4280 BCE,--
"Bravo, Cerro",Confirmed Eruption,4280 BCE,4
Calbuco,Confirmed Eruption,4300 BCE,--
Adatarayama,Confirmed Eruption,4300 BCE,3
Myokosan,Confirmed Eruption,4300 BCE,--
Gorely,Confirmed Eruption,4300 BCE,0
Parinacota,Confirmed Eruption,4320 BCE,--
Nemrut Dagi,Confirmed Eruption,4321 BCE,--
Avachinsky,Confirmed Eruption,4340 BCE,5
Gorely,Confirmed Eruption,4350 BCE,3
Hokkaido-Komagatake,Confirmed Eruption,4350 BCE,4
Nasudake,Confirmed Eruption,4350 BCE,2
Iwatesan,Confirmed Eruption,4350 BCE,--
Niijima,Confirmed Eruption,4350 BCE,--
Sheveluch,Confirmed Eruption,4350 BCE,3
Kikai,Confirmed Eruption,4350 BCE,7
Kirishimayama,Confirmed Eruption,4350 BCE,4
Cotopaxi,Confirmed Eruption,4350 BCE,5
Hekla,Confirmed Eruption,4350 BCE,--
Macauley,Confirmed Eruption,4360 BCE,6
Redoubt,Confirmed Eruption,4360 BCE,--
Katla,Confirmed Eruption,4370 BCE,--
Unknown Source,Confirmed Eruption,4375 BCE,--
Nejapa-Miraflores,Confirmed Eruption,4390 BCE,--
Bardarbunga,Confirmed Eruption,4400 BCE,--
Mageik,Confirmed Eruption,4400 BCE,--
Sheveluch,Confirmed Eruption,4400 BCE,5
Naruko,Confirmed Eruption,4400 BCE,--
Avachinsky,Confirmed Eruption,4400 BCE,--
Hualalai,Confirmed Eruption,4410 BCE,0
Unknown Source,Confirmed Eruption,4411 BCE,--
Katla,Confirmed Eruption,4430 BCE,--
Colima,Confirmed Eruption,4430 BCE,--
Pantelleria,Confirmed Eruption,4430 BCE,--
Unknown Source,Confirmed Eruption,4447 BCE,--
Grimsnes,Confirmed Eruption,4450 BCE,2
Arenal,Confirmed Eruption,4450 BCE,--
Quimsachata,Confirmed Eruption,4450 BCE,--
Puyehue-Cordon Caulle,Confirmed Eruption,4450 BCE,--
Newberry,Confirmed Eruption,4450 BCE,--
Kizimen,Confirmed Eruption,4450 BCE,4
Krasheninnikov,Confirmed Eruption,4450 BCE,--
Bolshoi Semiachik,Confirmed Eruption,4450 BCE,--
Gorely,Confirmed Eruption,4450 BCE,2
Iwatesan,Confirmed Eruption,4450 BCE,0
Izu-Oshima,Confirmed Eruption,4450 BCE,--
Dabbahu,Confirmed Eruption,4450 BCE,--
"Maule, Laguna del",Confirmed Eruption,4450 BCE,0
Puyehue-Cordon Caulle,Confirmed Eruption,4460 BCE,--
Avachinsky,Confirmed Eruption,4460 BCE,4
"Humeros, Los",Confirmed Eruption,4470 BCE,--
Kujusan,Confirmed Eruption,4490 BCE,--
Maly Semyachik,Confirmed Eruption,4500 BCE,--
Gorely,Confirmed Eruption,4500 BCE,2
Hokkaido-Komagatake,Confirmed Eruption,4500 BCE,--
Colima,Confirmed Eruption,4500 BCE,--
Jefferson,Confirmed Eruption,4500 BCE,--
Grimsnes,Confirmed Eruption,4500 BCE,0
Madeira,Confirmed Eruption,4500 BCE,--
Pelee,Confirmed Eruption,4510 BCE,--
Redoubt,Confirmed Eruption,4510 BCE,--
Porak,Confirmed Eruption,4510 BCE,--
Sheveluch,Confirmed Eruption,4530 BCE,3
Cherpuk Group,Confirmed Eruption,4550 BCE,--
Adams,Confirmed Eruption,4550 BCE,2
Baker,Confirmed Eruption,4550 BCE,3
Tomariyama [Golovnin],Confirmed Eruption,4550 BCE,--
Akan,Confirmed Eruption,4550 BCE,--
Ksudach,Confirmed Eruption,4550 BCE,3
Mutnovsky,Confirmed Eruption,4550 BCE,2
Koshelev,Confirmed Eruption,4550 BCE,--
Iliinsky,Confirmed Eruption,4550 BCE,--
Tolbachik,Confirmed Eruption,4550 BCE,--
Avachinsky,Confirmed Eruption,4550 BCE,4
Toshima,Confirmed Eruption,4550 BCE,0
Azumayama,Confirmed Eruption,4550 BCE,--
Pantelleria,Confirmed Eruption,4550 BCE,--
Stromboli,Confirmed Eruption,4550 BCE,0
Snaefellsjokull,Confirmed Eruption,4550 BCE,2
Erebus,Confirmed Eruption,4550 BCE,0
Vestmannaeyjar,Confirmed Eruption,4550 BCE,--
Hekla,Confirmed Eruption,4550 BCE,--
Torfajokull,Confirmed Eruption,4550 BCE,--
Grimsvotn,Confirmed Eruption,4550 BCE,0
Bardarbunga,Confirmed Eruption,4550 BCE,--
Agua de Pau,Confirmed Eruption,4550 BCE,--
Unknown Source,Confirmed Eruption,4564 BCE,--
Furnas,Confirmed Eruption,4570 BCE,--
Takaharayama,Confirmed Eruption,4570 BCE,4
Unknown Source,Confirmed Eruption,4596 BCE,--
Bardarbunga,Confirmed Eruption,4600 BCE,--
Gorely,Confirmed Eruption,4600 BCE,2
Hokkaido-Komagatake,Confirmed Eruption,4600 BCE,5
Craters of the Moon,Confirmed Eruption,4600 BCE,0
Toya,Confirmed Eruption,4600 BCE,--
Katla,Confirmed Eruption,4610 BCE,--
Nemrut Dagi,Confirmed Eruption,4615 BCE,--
Taapaca,Confirmed Eruption,4620 BCE,--
Gran Canaria,Confirmed Eruption,4630 BCE,--
Tenerife,Confirmed Eruption,4650 BCE,--
Hekla,Confirmed Eruption,4650 BCE,--
Gorely,Confirmed Eruption,4650 BCE,3
Mutnovsky,Confirmed Eruption,4650 BCE,2
Maly Semyachik,Confirmed Eruption,4650 BCE,--
Bandaisan,Confirmed Eruption,4650 BCE,--
Hachijojima,Confirmed Eruption,4650 BCE,5
Kilauea,Confirmed Eruption,4650 BCE,0
Katla,Confirmed Eruption,4660 BCE,--
Gran Canaria,Confirmed Eruption,4670 BCE,--
Unknown Source,Confirmed Eruption,4689 BCE,--
Puyehue-Cordon Caulle,Confirmed Eruption,4690 BCE,--
Newberry,Confirmed Eruption,4690 BCE,0
"Orizaba, Pico de",Confirmed Eruption,4690 BCE,3
Merapi,Confirmed Eruption,4690 BCE,--
Taupo,Confirmed Eruption,4700 BCE,4
Iskut-Unuk River Cones,Confirmed Eruption,4700 BCE,--
Kanaga,Confirmed Eruption,4700 BCE,--
Asamayama,Confirmed Eruption,4700 BCE,--
Mutnovsky,Confirmed Eruption,4700 BCE,2
Gorely,Confirmed Eruption,4700 BCE,2
Hekla,Confirmed Eruption,4700 BCE,4
Fujisan,Confirmed Eruption,4730 BCE,--
Tacana,Confirmed Eruption,4740 BCE,--
"Plat Pays, Morne",Confirmed Eruption,4740 BCE,--
"Hudson, Cerro",Confirmed Eruption,4750 BCE,6
Hekla,Confirmed Eruption,4750 BCE,--
Katla,Confirmed Eruption,4750 BCE,--
Myokosan,Confirmed Eruption,4750 BCE,5
Gorely,Confirmed Eruption,4750 BCE,3
Ksudach,Confirmed Eruption,4750 BCE,--
Haleakala,Confirmed Eruption,4760 BCE,--
Newberry,Confirmed Eruption,4770 BCE,--
Hierro,Confirmed Eruption,4790 BCE,--
Bardarbunga,Confirmed Eruption,4800 BCE,--
Pululahua,Confirmed Eruption,4800 BCE,--
Santa Isabel,Confirmed Eruption,4800 BCE,--
Taveuni,Confirmed Eruption,4800 BCE,2
Stromboli,Confirmed Eruption,4800 BCE,2
Aira,Confirmed Eruption,4800 BCE,--
Unknown Source,Confirmed Eruption,4803 BCE,--
Katla,Confirmed Eruption,4810 BCE,--
Redoubt,Confirmed Eruption,4810 BCE,--
North Gorda Ridge Segment,Confirmed Eruption,4840 BCE,0
Nemrut Dagi,Confirmed Eruption,4849 BCE,--
Lamington,Confirmed Eruption,4850 BCE,--
Rainier,Confirmed Eruption,4850 BCE,2
Krasheninnikov,Confirmed Eruption,4850 BCE,--
Iwatesan,Confirmed Eruption,4850 BCE,--
Torfajokull,Confirmed Eruption,4850 BCE,--
Guagua Pichincha,Confirmed Eruption,4850 BCE,--
Fuss Peak,Confirmed Eruption,4850 BCE,1
Newberry,Confirmed Eruption,4860 BCE,0
Katla,Confirmed Eruption,4880 BCE,--
Tolhuaca,Confirmed Eruption,4885 BCE,3
"Longavi, Nevado de",Confirmed Eruption,4890 BCE,--
La Palma,Confirmed Eruption,4900 BCE,--
Redoubt,Confirmed Eruption,4900 BCE,--
Sheveluch,Confirmed Eruption,4900 BCE,3
Ksudach,Confirmed Eruption,4900 BCE,5
Niseko,Confirmed Eruption,4900 BCE,--
Iwatesan,Confirmed Eruption,4900 BCE,--
Izu-Oshima,Confirmed Eruption,4920 BCE,--
Corcovado,Confirmed Eruption,4920 BCE,--
Nemrut Dagi,Confirmed Eruption,4938 BCE,--
Hood,Confirmed Eruption,4940 BCE,2
Tavui,Confirmed Eruption,4946 BCE,5
Gorely,Confirmed Eruption,4950 BCE,2
Hekla,Confirmed Eruption,4950 BCE,--
"Hudson, Cerro",Confirmed Eruption,4960 BCE,--
Newberry,Confirmed Eruption,4960 BCE,--
Colima,Confirmed Eruption,4960 BCE,--
Redoubt,Confirmed Eruption,4960 BCE,--
Unknown Source,Confirmed Eruption,4988 BCE,--
Bardarbunga,Confirmed Eruption,5000 BCE,--
Kverkfjoll,Confirmed Eruption,5000 BCE,--
Hengill,Confirmed Eruption,5000 BCE,--
Mutnovsky,Confirmed Eruption,5000 BCE,2
Hakusan,Confirmed Eruption,5000 BCE,--
Mentolat,Confirmed Eruption,5010 BCE,--
Katla,Confirmed Eruption,5020 BCE,--
Hachijojima,Confirmed Eruption,5020 BCE,3
Calbuco,Confirmed Eruption,5030 BCE,4
Reykjanes,Confirmed Eruption,5040 BCE,0
Katla,Confirmed Eruption,5040 BCE,--
Hekla,Confirmed Eruption,5050 BCE,--
Torfajokull,Confirmed Eruption,5050 BCE,--
Caburgua-Huelemolle,Confirmed Eruption,5050 BCE,--
Miravalles,Confirmed Eruption,5050 BCE,--
Mikurajima,Confirmed Eruption,5050 BCE,--
Bandaisan,Confirmed Eruption,5050 BCE,--
Mutnovsky,Confirmed Eruption,5050 BCE,3
Koryaksky,Confirmed Eruption,5050 BCE,--
Krasheninnikov,Confirmed Eruption,5050 BCE,--
Maly Semyachik,Confirmed Eruption,5050 BCE,--
Zhupanovsky,Confirmed Eruption,5050 BCE,--
Iliamna,Confirmed Eruption,5050 BCE,4
Sheveluch,Discredited Eruption,5050 BCE,--
Piip,Confirmed Eruption,5050 BCE,--
Bezymianny,Confirmed Eruption,5050 BCE,--
Adams Seamount,Confirmed Eruption,5050 BCE,0
Northern EPR at 9.8°N,Confirmed Eruption,5050 BCE,0
Rainier,Confirmed Eruption,5050 BCE,3
Loihi,Confirmed Eruption,5050 BCE,0
Hargy,Confirmed Eruption,5050 BCE,--
Stromboli,Confirmed Eruption,5050 BCE,0
Silali,Confirmed Eruption,5050 BCE,--
Ata,Confirmed Eruption,5050 BCE,--
Sand Mountain Field,Confirmed Eruption,5050 BCE,2
Belknap,Confirmed Eruption,5050 BCE,--
Payun Matru,Confirmed Eruption,5050 BCE,0
Arenal,Confirmed Eruption,5060 BCE,4
Mayor Island,Confirmed Eruption,5060 BCE,5
Newberry,Confirmed Eruption,5070 BCE,3
Fujisan,Confirmed Eruption,5070 BCE,--
Katla,Confirmed Eruption,5070 BCE,--
Planchon-Peteroa,Confirmed Eruption,5080 BCE,3
Puyehue-Cordon Caulle,Confirmed Eruption,5080 BCE,5
Nemrut Dagi,Confirmed Eruption,5085 BCE,--
Taupo,Confirmed Eruption,5100 BCE,3
Seguam,Confirmed Eruption,5100 BCE,0
Spurr,Confirmed Eruption,5110 BCE,--
Taranaki,Confirmed Eruption,5120 BCE,--
Etna,Confirmed Eruption,5150 BCE,--
Adams,Confirmed Eruption,5150 BCE,2
Mauna Kea,Confirmed Eruption,5150 BCE,--
Popocatepetl,Confirmed Eruption,5150 BCE,4
Gorely,Confirmed Eruption,5150 BCE,3
Lascar,Confirmed Eruption,5150 BCE,0
Hekla,Confirmed Eruption,5150 BCE,5
Nemrut Dagi,Confirmed Eruption,5152 BCE,--
"Tolima, Nevado del",Confirmed Eruption,5160 BCE,--
Katla,Confirmed Eruption,5180 BCE,--
Jom-Bolok,Confirmed Eruption,5180 BCE,--
Ksudach,Confirmed Eruption,5200 BCE,5
Nazko,Confirmed Eruption,5220 BCE,--
Taveuni,Confirmed Eruption,5230 BCE,2
Katla,Confirmed Eruption,5230 BCE,--
Nejapa-Miraflores,Confirmed Eruption,5230 BCE,--
Redoubt,Confirmed Eruption,5240 BCE,--
Nemrut Dagi,Confirmed Eruption,5242 BCE,--
Meidob Volcanic Field,Confirmed Eruption,5250 BCE,--
Crater Lake,Confirmed Eruption,5250 BCE,--
Mutnovsky,Confirmed Eruption,5250 BCE,2
Krasheninnikov,Confirmed Eruption,5250 BCE,--
Socompa,Confirmed Eruption,5250 BCE,--
Tenerife,Confirmed Eruption,5250 BCE,--
Fuss Peak,Confirmed Eruption,5250 BCE,2
Newberry,Confirmed Eruption,5260 BCE,0
Tengger Caldera,Confirmed Eruption,5260 BCE,--
Unknown Source,Confirmed Eruption,5278 BCE,--
Llaima,Confirmed Eruption,5290 BCE,--
Krysuvik-Trolladyngja,Confirmed Eruption,5290 BCE,2
Newer Volcanics Province,Confirmed Eruption,5290 BCE,--
Gorely,Confirmed Eruption,5300 BCE,2
Bolshoi-Kekuknaysky,Confirmed Eruption,5310 BCE,3
"Tolima, Nevado del",Confirmed Eruption,5310 BCE,--
Nemrut Dagi,Confirmed Eruption,5320 BCE,--
Fuss Peak,Confirmed Eruption,5340 BCE,3
Mutnovsky,Confirmed Eruption,5350 BCE,2
Hachimantai,Confirmed Eruption,5350 BCE,--
Rainier,Confirmed Eruption,5350 BCE,3
Mauna Loa,Confirmed Eruption,5350 BCE,0
Damavand,Confirmed Eruption,5350 BCE,0
Nejapa-Miraflores,Confirmed Eruption,5350 BCE,--
Katla,Confirmed Eruption,5360 BCE,--
Tolhuaca,Confirmed Eruption,5371 BCE,3
"Misti, El",Confirmed Eruption,5390 BCE,--
Romeral,Confirmed Eruption,5390 BCE,4
Aira,Confirmed Eruption,5400 BCE,--
Ichinsky,Confirmed Eruption,5400 BCE,5
Sheveluch,Confirmed Eruption,5400 BCE,3
Azumayama,Confirmed Eruption,5400 BCE,1
Chimborazo,Confirmed Eruption,5410 BCE,--
Augustine,Confirmed Eruption,5420 BCE,--
Izu-Oshima,Confirmed Eruption,5450 BCE,--
Mutnovsky,Confirmed Eruption,5450 BCE,2
Gorely,Confirmed Eruption,5450 BCE,3
Krasheninnikov,Confirmed Eruption,5450 BCE,--
Tolbachik,Confirmed Eruption,5450 BCE,--
Maly Semyachik,Confirmed Eruption,5450 BCE,--
Avachinsky,Confirmed Eruption,5450 BCE,--
Katla,Confirmed Eruption,5460 BCE,--
Katla,Confirmed Eruption,5470 BCE,--
Craters of the Moon,Confirmed Eruption,5470 BCE,0
Taapaca,Confirmed Eruption,5490 BCE,--
Pelee,Confirmed Eruption,5500 BCE,4
Michinmahuida,Confirmed Eruption,5500 BCE,--
Santa Isabel,Confirmed Eruption,5500 BCE,--
Sheveluch,Confirmed Eruption,5500 BCE,5
Khangar,Confirmed Eruption,5500 BCE,--
Avachinsky,Confirmed Eruption,5500 BCE,--
Akademia Nauk,Confirmed Eruption,5500 BCE,3
Gorely,Confirmed Eruption,5500 BCE,3
Zaozan [Zaosan],Confirmed Eruption,5500 BCE,--
Unknown Source,Confirmed Eruption,5521 BCE,--
Fujisan,Confirmed Eruption,5540 BCE,--
Nasudake,Confirmed Eruption,5550 BCE,3
Towada,Confirmed Eruption,5550 BCE,3
Izu-Oshima,Confirmed Eruption,5550 BCE,--
Nemo Peak,Confirmed Eruption,5550 BCE,--
Tao-Rusyr Caldera,Confirmed Eruption,5550 BCE,6
Mashu,Confirmed Eruption,5550 BCE,6
Rainier,Confirmed Eruption,5550 BCE,2
Crater Lake,Confirmed Eruption,5550 BCE,0
Stromboli,Confirmed Eruption,5550 BCE,0
Okataina,Confirmed Eruption,5550 BCE,0
Ruapehu,Confirmed Eruption,5550 BCE,--
Tenerife,Confirmed Eruption,5550 BCE,--
Takahe,Confirmed Eruption,5550 BCE,--
Katla,Confirmed Eruption,5550 BCE,--
Imbabura,Confirmed Eruption,5550 BCE,--
Pali-Aike Volcanic Field,Confirmed Eruption,5550 BCE,--
Hengill,Confirmed Eruption,5550 BCE,0
Katla,Confirmed Eruption,5560 BCE,--
"Malinche, La",Confirmed Eruption,5580 BCE,--
Redoubt,Confirmed Eruption,5580 BCE,--
Poas,Confirmed Eruption,5590 BCE,--
Ksudach,Confirmed Eruption,5600 BCE,--
Avachinsky,Confirmed Eruption,5600 BCE,--
Tolbachik,Confirmed Eruption,5600 BCE,--
Zaozan [Zaosan],Confirmed Eruption,5600 BCE,--
Diamond Craters,Confirmed Eruption,5610 BCE,4
Pantelleria,Confirmed Eruption,5610 BCE,--
Katla,Confirmed Eruption,5630 BCE,--
Wells Gray-Clearwater,Confirmed Eruption,5650 BCE,--
Mauna Loa,Confirmed Eruption,5650 BCE,0
Ichinsky,Confirmed Eruption,5650 BCE,--
Iwatesan,Confirmed Eruption,5650 BCE,--
Tolbachik,Confirmed Eruption,5650 BCE,--
Gorely,Confirmed Eruption,5650 BCE,3
Crater Lake,Confirmed Eruption,5680 BCE,7
Khangar,Confirmed Eruption,5700 BCE,6
Iliinsky,Confirmed Eruption,5700 BCE,4
Diky Greben,Confirmed Eruption,5700 BCE,--
Uzon,Confirmed Eruption,5700 BCE,--
Avachinsky,Confirmed Eruption,5700 BCE,--
Azumayama,Confirmed Eruption,5700 BCE,2
Kirishimayama,Confirmed Eruption,5700 BCE,3
Katla,Confirmed Eruption,5710 BCE,--
Katla,Confirmed Eruption,5720 BCE,--
Tacana,Confirmed Eruption,5720 BCE,--
Katla,Confirmed Eruption,5730 BCE,--
Nemrut Dagi,Confirmed Eruption,5745 BCE,--
Tengchong,Confirmed Eruption,5750 BCE,--
West Crater,Confirmed Eruption,5750 BCE,2
Uzon,Confirmed Eruption,5750 BCE,--
Maly Semyachik,Confirmed Eruption,5750 BCE,--
Tenerife,Confirmed Eruption,5750 BCE,--
Heidarspordar,Confirmed Eruption,5750 BCE,0
Chaine des Puys,Confirmed Eruption,5760 BCE,--
Esan,Confirmed Eruption,5770 BCE,0
Kussharo,Confirmed Eruption,5800 BCE,--
Taunshits,Confirmed Eruption,5800 BCE,--
Kizimen,Confirmed Eruption,5800 BCE,--
Krasheninnikov,Confirmed Eruption,5800 BCE,4
Mutnovsky,Confirmed Eruption,5800 BCE,2
Bachelor,Confirmed Eruption,5800 BCE,--
Stromboli,Confirmed Eruption,5800 BCE,0
Pelee,Confirmed Eruption,5800 BCE,--
Calbuco,Confirmed Eruption,5820 BCE,4
Cotopaxi,Confirmed Eruption,5820 BCE,5
Lipari,Confirmed Eruption,5820 BCE,--
Redoubt,Confirmed Eruption,5820 BCE,--
Rishirizan,Confirmed Eruption,5830 BCE,--
Chichinautzin,Confirmed Eruption,5840 BCE,--
Parinacota,Confirmed Eruption,5840 BCE,--
Katla,Confirmed Eruption,5850 BCE,--
Oddnyjarhnjukur-Langjokull,Confirmed Eruption,5850 BCE,2
Hekla,Confirmed Eruption,5850 BCE,--
Mauna Loa,Confirmed Eruption,5850 BCE,0
Ugashik-Peulik,Confirmed Eruption,5850 BCE,--
Ichinsky,Confirmed Eruption,5850 BCE,--
Maly Semyachik,Confirmed Eruption,5850 BCE,--
Meru,Confirmed Eruption,5850 BCE,4
Newer Volcanics Province,Confirmed Eruption,5850 BCE,--
Dabbahu,Confirmed Eruption,5850 BCE,--
Tolhuaca,Confirmed Eruption,5857 BCE,3
Haleakala,Confirmed Eruption,5860 BCE,--
"Malinche, La",Confirmed Eruption,5870 BCE,--
Colima,Confirmed Eruption,5880 BCE,--
Unknown Source,Confirmed Eruption,5881 BCE,--
Katla,Confirmed Eruption,5890 BCE,--
Craters of the Moon,Confirmed Eruption,5890 BCE,0
Crater Lake,Confirmed Eruption,5900 BCE,6
Mutnovsky,Confirmed Eruption,5900 BCE,2
Redoubt,Confirmed Eruption,5910 BCE,--
Taveuni,Confirmed Eruption,5920 BCE,2
Aniakchak,Confirmed Eruption,5930 BCE,--
Redoubt,Confirmed Eruption,5940 BCE,--
Tacana,Confirmed Eruption,5940 BCE,--
